HS2,HS2 ID,HS4,HS4 ID,Section,Section ID,Trade Value,Trade Value Growth,Trade Value Growth Value,Year
"Ores, slag and ash",526,Precious Metal Ore,52616,Mineral Products,5,13912.0,-0.9838610884252728,-848103.9999999999,2011
"Ores, slag and ash",526,Other Ores,52617,Mineral Products,5,984609.0,0.0823566269828183,74919.0,2011
"Ores, slag and ash",526,Slag Dross,52619,Mineral Products,5,1134817.0,1.8196522944738327,732350.0,2011
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Mineral Products,5,2325218.0,0.9249178571753796,1117261.0,2011
"Ores, slag and ash",526,Other Slag and Ash,52621,Mineral Products,5,5716.0,,,2011
"Mineral fuels, mineral oils and products of their distillation",527,Coal Briquettes,52701,Mineral Products,5,189036.0,,,2011
"Mineral fuels, mineral oils and products of their distillation",527,Peat,52703,Mineral Products,5,5614.0,,,2011
"Mineral fuels, mineral oils and products of their distillation",527,Coke,52704,Mineral Products,5,20942.0,,,2011
"Mineral fuels, mineral oils and products of their distillation",527,Tar,52706,Mineral Products,5,18217.0,-0.3779834056065831,-11070.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Mineral Products,5,376024200.0,-0.0583839597176139,-23315004.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Pitch Coke,52708,Mineral Products,5,8273.0,,,2011
"Mineral fuels, mineral oils and products of their distillation",527,Crude Petroleum,52709,Mineral Products,5,10863831.0,87.01826990852892,10740404.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Refined Petroleum,52710,Mineral Products,5,600915404.0,0.4235860094557944,178801531.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Jelly,52712,Mineral Products,5,34375.0,22.5929993136582,32918.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Coke,52713,Mineral Products,5,15375005.0,11602.777358490566,15373680.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Bitumen and asphalt,52714,Mineral Products,5,19181369.0,70518.73897058824,19181097.0,2011
"Mineral fuels, mineral oils and products of their distillation",527,Asphalt Mixtures,52715,Mineral Products,5,8680.0,,,2011
"Mineral fuels, mineral oils and products of their distillation",527,Electricity,52716,Mineral Products,5,651213.0,-0.8870403016269028,-5113790.0,2011
Inorganic chemicals,628,Halogens,62801,Chemical Products,6,362.00000000000006,71.4,357.00000000000006,2011
Inorganic chemicals,628,Sulfur,62802,Chemical Products,6,116.0,-0.9917531636570454,-13949.999999999998,2011
Inorganic chemicals,628,Hydrogen,62804,Chemical Products,6,81652.0,-0.6930225913296515,-184335.0,2011
Inorganic chemicals,628,Alkaline Metals,62805,Chemical Products,6,1391.0,,,2011
Inorganic chemicals,628,Hydrochloric Acid,62806,Chemical Products,6,1522.0,1.670175438596491,952.0,2011
Inorganic chemicals,628,Sulfuric Acid,62807,Chemical Products,6,21402.0,0.8178883886859764,9629.0,2011
Inorganic chemicals,628,Phosphoric Acid,62809,Chemical Products,6,2123226816.0,0.3226230970020969,517911726.0,2011
Inorganic chemicals,628,Boron,62810,Chemical Products,6,1858.0,0.4022641509433962,533.0,2011
Inorganic chemicals,628,Other Inorganic Acids,62811,Chemical Products,6,7058316.0,0.262061237447675,1465627.0,2011
Inorganic chemicals,628,Nonmetal Sulfides,62813,Chemical Products,6,1924.0,,,2011
Inorganic chemicals,628,Sodium or Potassium Peroxides,62815,Chemical Products,6,2362205.0,-0.2425062082163948,-756243.0,2011
Inorganic chemicals,628,Magnesium Hydroxide and Peroxide,62816,Chemical Products,6,34371.0,-0.9120097894901222,-356252.00000000006,2011
Inorganic chemicals,628,Zinc Oxide and Peroxide,62817,Chemical Products,6,12002184.0,-0.1259836447408827,-1730035.0,2011
Inorganic chemicals,628,Manganese Oxides,62820,Chemical Products,6,114.0,-0.996887372013652,-36511.0,2011
Inorganic chemicals,628,Iron Oxides and Hydroxides,62821,Chemical Products,6,566793.0,0.1136625765063022,57848.0,2011
Inorganic chemicals,628,Cobalt Oxides and Hydroxides,62822,Chemical Products,6,357955.0,-0.7242939149871257,-940366.0,2011
Inorganic chemicals,628,Titanium Oxides,62823,Chemical Products,6,188593.0,1866.2574257425745,188492.0,2011
Inorganic chemicals,628,Lead Oxides,62824,Chemical Products,6,2073596.0,33992.37704918033,2073535.0,2011
Inorganic chemicals,628,Inorganic Salts,62825,Chemical Products,6,4265058.0,0.0403123480103595,165272.0,2011
Inorganic chemicals,628,Chlorides,62827,Chemical Products,6,91539.0,-0.1673049458296569,-18392.00000000001,2011
Inorganic chemicals,628,Hypochlorites,62828,Chemical Products,6,73919.0,0.1786118596233876,11202.0,2011
Inorganic chemicals,628,Chlorates and Perchlorates,62829,Chemical Products,6,49185.0,5.943111236589497,42101.0,2011
Inorganic chemicals,628,Sulfides,62830,Chemical Products,6,8351.0,,,2011
Inorganic chemicals,628,Dithionites and Sulfoxylates,62831,Chemical Products,6,1464.0,,,2011
Inorganic chemicals,628,Sulfites,62832,Chemical Products,6,95524.0,4.090269636576788,76758.0,2011
Inorganic chemicals,628,Sulfates,62833,Chemical Products,6,2869067.0,-0.4300725930316728,-2165025.0,2011
Inorganic chemicals,628,Nitrites and Nitrates,62834,Chemical Products,6,15849.0,0.0718923305829839,1063.0,2011
Inorganic chemicals,628,Phosphinates (hypophosphites) and phosphonates (phosphites),62835,Chemical Products,6,2847255.0,13.7262162134205,2653909.0,2011
Inorganic chemicals,628,Carbonates,62836,Chemical Products,6,6483632.0,5.202930773697851,5438379.0,2011
Inorganic chemicals,628,Silicates,62839,Chemical Products,6,311699.0,12.966260417600145,289381.0,2011
Inorganic chemicals,628,Borates,62840,Chemical Products,6,610.0,-0.9878573134803726,-49626.00000000001,2011
Inorganic chemicals,628,Oxometallic or Peroxometallic Acid Salts,62841,Chemical Products,6,61.0,-0.9979380049352669,-29522.000000000004,2011
Inorganic chemicals,628,Other Inorganic Acids Salts,62842,Chemical Products,6,42044.0,-0.6405789172230438,-74933.0,2011
Inorganic chemicals,628,Precious Metal Compounds,62843,Chemical Products,6,2397.0,-0.3741514360313316,-1433.0,2011
Inorganic chemicals,628,Radioactive Chemicals,62844,Chemical Products,6,138.0,-0.956370534302877,-3025.0000000000005,2011
Inorganic chemicals,628,Carbides,62849,Chemical Products,6,75.0,,,2011
Inorganic chemicals,628,Inorganic Compounds,62851,Chemical Products,6,953.0,,,2011
Organic chemicals,629,Acyclic Hydrocarbons,62901,Chemical Products,6,5956.0,-0.742854675762024,-17206.0,2011
Organic chemicals,629,Cyclic Hydrocarbons,62902,Chemical Products,6,74.00000000000001,,,2011
Organic chemicals,629,Halogenated Hydrocarbons,62903,Chemical Products,6,165415.0,378.3922018348624,164979.0,2011
Organic chemicals,629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,Chemical Products,6,4200207.0,-0.2440866190848643,-1356259.0,2011
Organic chemicals,629,Acyclic Alcohols,62905,Chemical Products,6,29311.0,0.1409053754233001,3620.000000000004,2011
Organic chemicals,629,Cyclic Alcohols,62906,Chemical Products,6,28509.0,4.426151503616293,23255.0,2011
Organic chemicals,629,Epoxides,62910,Chemical Products,6,460.0,,,2011
Organic chemicals,629,Acetals and Hemiacetals,62911,Chemical Products,6,5015.0,-0.1804216375224709,-1104.0,2011
Organic chemicals,629,Aldehydes,62912,Chemical Products,6,305165.0,-0.1050853521564579,-35834.0,2011
Organic chemicals,629,Ketones and Quinones,62914,Chemical Products,6,97.0,-0.9985444177671068,-66543.0,2011
Organic chemicals,629,Saturated Acyclic Monocarboxylic Acids,62915,Chemical Products,6,57384.0,-0.8105175567780324,-245462.0,2011
Organic chemicals,629,Unsaturated Acyclic Monocarboxylic Acids,62916,Chemical Products,6,91182.0,0.4534470391328606,28447.000000000007,2011
Organic chemicals,629,Polycarboxylic Acids,62917,Chemical Products,6,27975.0,-0.5188421251784454,-30165.999999999996,2011
Organic chemicals,629,Carboxylic Acids,62918,Chemical Products,6,18871.0,-0.5825184726339543,-26331.0,2011
Organic chemicals,629,Other Esters,62920,Chemical Products,6,433.0,-0.9887730761252852,-38135.00000000001,2011
Organic chemicals,629,Amine Compounds,62921,Chemical Products,6,185698.0,1091.3411764705882,185528.0,2011
Organic chemicals,629,Oxygen Amino Compounds,62922,Chemical Products,6,32.0,-0.912087912087912,-332.0,2011
Organic chemicals,629,Quaternary Ammonium Salts and Hydroxides,62923,Chemical Products,6,9365.0,0.9534835210680016,4571.0,2011
Organic chemicals,629,Carboxyamide Compounds,62924,Chemical Products,6,207491.0,0.3725309907788376,56317.0,2011
Organic chemicals,629,Carboxyimide Compounds,62925,Chemical Products,6,19804.0,,,2011
Organic chemicals,629,"Diazo, Azo or Aoxy Compounds",62927,Chemical Products,6,6505.0,,,2011
Organic chemicals,629,Other Nitrogen Compounds,62929,Chemical Products,6,108080.0,-0.2160503677483933,-29786.0,2011
Organic chemicals,629,Organo-Sulfur Compounds,62930,Chemical Products,6,16664.0,,,2011
Organic chemicals,629,Other Organo-Inorganic Compounds,62931,Chemical Products,6,43191.0,,,2011
Organic chemicals,629,Oxygen Heterocyclic Compounds,62932,Chemical Products,6,422507.0,-0.0664994863070447,-30098.0,2011
Organic chemicals,629,Nitrogen Heterocyclic Compounds,62933,Chemical Products,6,867587.0,3.888860713842964,690125.0,2011
Organic chemicals,629,Nucleic Acids,62934,Chemical Products,6,1627.0,-0.916302278923813,-17812.0,2011
Organic chemicals,629,Sulfonamides,62935,Chemical Products,6,4077.0,,,2011
Organic chemicals,629,Vitamins,62936,Chemical Products,6,118902.0,-0.6104702779734312,-186343.0,2011
Organic chemicals,629,Hormones,62937,Chemical Products,6,289.0,-0.9971293767072262,-100386.0,2011
Organic chemicals,629,Glycosides,62938,Chemical Products,6,10931091.0,0.1031700104957209,1022291.0,2011
Organic chemicals,629,Chemically Pure Sugars,62940,Chemical Products,6,19581.0,,,2011
Organic chemicals,629,Antibiotics,62941,Chemical Products,6,165501.0,-0.7088428552579495,-402924.0,2011
Organic chemicals,629,Other Organic Compounds,62942,Chemical Products,6,75674.0,-0.6905973890040518,-168906.99999999997,2011
Pharmaceutical products,630,Glands and Other Organs,63001,Chemical Products,6,7231.0,,,2011
Pharmaceutical products,630,"Vaccines, blood, antisera, toxins and cultures",63002,Chemical Products,6,3387661.0,-0.1321264721765925,-515743.0,2011
Pharmaceutical products,630,Unpackaged Medicaments,63003,Chemical Products,6,1839267.0,-0.0912573265697251,-184702.0,2011
Pharmaceutical products,630,Packaged Medicaments,63004,Chemical Products,6,45805550.0,-0.0005871384603837,-26910.0,2011
Pharmaceutical products,630,Bandages,63005,Chemical Products,6,1898037.0,0.0459192585910563,83330.0,2011
Pharmaceutical products,630,Special Pharmaceuticals,63006,Chemical Products,6,5004187.0,1.0297560692670964,2538774.0,2011
Fertilizers,631,Animal or Vegetable Fertilizers,63101,Chemical Products,6,115610.0,-0.3081429793956948,-51491.0,2011
Fertilizers,631,Nitrogenous Fertilizers,63102,Chemical Products,6,3093662.0,2.853633137391924,2290871.0,2011
Fertilizers,631,Phosphatic Fertilizers,63103,Chemical Products,6,413608705.0,0.3302507276231498,102683331.0,2011
Fertilizers,631,Potassic Fertilizers,63104,Chemical Products,6,8739699.0,45.17046150920271,8550407.0,2011
Fertilizers,631,Mixed Mineral or Chemical Fertilizers,63105,Chemical Products,6,2128905661.0,0.5768389464416332,778795895.0,2011
"Paints, dyes, & varnishes",632,Vegetable Tanning Extracts,63201,Chemical Products,6,114.0,,,2011
"Paints, dyes, & varnishes",632,Synthetic Tanning Extracts,63202,Chemical Products,6,30637.0,0.0233482530563161,698.9999999999927,2011
"Paints, dyes, & varnishes",632,Vegetable or Animal Dyes,63203,Chemical Products,6,7166.0,-0.9796282134744898,-344594.99999999994,2011
"Paints, dyes, & varnishes",632,Synthetic Coloring Matter,63204,Chemical Products,6,2659156.0,0.1855719146063789,416225.0,2011
"Paints, dyes, & varnishes",632,Lake Pigments,63205,Chemical Products,6,16781.0,0.5683177570093458,6081.0,2011
"Paints, dyes, & varnishes",632,Other Coloring Matter,63206,Chemical Products,6,2493207.0,3.661167083264005,1958318.0,2011
"Paints, dyes, & varnishes",632,Prepared Pigments,63207,Chemical Products,6,14585.000000000002,-0.1575694564777911,-2727.999999999998,2011
"Paints, dyes, & varnishes",632,Nonaqueous Paints,63208,Chemical Products,6,7236280.0,-0.0638593711412053,-493627.0000000009,2011
"Paints, dyes, & varnishes",632,Aqueous Paints,63209,Chemical Products,6,1689860.0,-0.4822145892763579,-1573770.0,2011
"Paints, dyes, & varnishes",632,Other Paints,63210,Chemical Products,6,549587.0,0.917944512301518,263037.0,2011
"Paints, dyes, & varnishes",632,Prepared Paint Driers,63211,Chemical Products,6,401.0,400.0,400.0,2011
"Paints, dyes, & varnishes",632,Nonaqueous Pigments,63212,Chemical Products,6,48853.0,-0.5151692585572085,-51910.000000000015,2011
"Paints, dyes, & varnishes",632,Artistry Paints,63213,Chemical Products,6,30323.0,0.1870424740653747,4777.999999999996,2011
"Paints, dyes, & varnishes",632,Glaziers Putty,63214,Chemical Products,6,2185538.0,0.9121502326387126,1042564.0,2011
"Paints, dyes, & varnishes",632,Ink,63215,Chemical Products,6,717471.0,1.5622957669520126,437460.0,2011
Perfumery & cosmetics,633,Essential Oils,63301,Chemical Products,6,29090576.0,0.1130719427400296,2955180.0,2011
Perfumery & cosmetics,633,Scented Mixtures,63302,Chemical Products,6,1854135.0,0.2722420295105724,396759.0,2011
Perfumery & cosmetics,633,Perfumes,63303,Chemical Products,6,25289777.0,0.1371914666450348,3050974.0,2011
Perfumery & cosmetics,633,Beauty Products,63304,Chemical Products,6,5014589.0,0.5141938242400781,1702867.0,2011
Perfumery & cosmetics,633,Hair Products,63305,Chemical Products,6,6455095.0,0.4417689160983247,1977890.0,2011
Perfumery & cosmetics,633,Dental Products,63306,Chemical Products,6,407552.0,-0.2483488839174562,-134657.0,2011
Perfumery & cosmetics,633,Shaving Products,63307,Chemical Products,6,1689164.0,0.1829774240628843,261272.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Soap,63401,Chemical Products,6,7044405.0,0.4073914169243273,2039113.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Cleaning Products,63402,Chemical Products,6,37809730.0,0.1734319333547972,5588236.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Lubricating Products,63403,Chemical Products,6,674746.0,10.908052874009496,618083.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Waxes,63404,Chemical Products,6,107867.0,1.163484295398933,58009.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Polishes and Creams,63405,Chemical Products,6,258574.0,2.0402229250684885,173523.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Candles,63406,Chemical Products,6,762080.0,-0.1663849956299969,-152107.0,2011
"Soap, cleaners, candles, dental, modelling pastes",634,Pastes and Waxes,63407,Chemical Products,6,92569.0,0.659745755114482,36796.0,2011
"Glues, starches, & albuminoid products",635,Dextrins,63505,Chemical Products,6,316627.0,0.6712341058921022,127170.0,2011
"Glues, starches, & albuminoid products",635,Glues,63506,Chemical Products,6,639834.0,-0.1705967678585085,-131605.0,2011
"Glues, starches, & albuminoid products",635,Enzymes,63507,Chemical Products,6,107923.0,0.6217073134081654,41374.0,2011
"Explosives, matches, & fireworks",636,Prepared Explosives,63602,Chemical Products,6,1443063.9999999998,-0.0484083472581793,-73410.00000000023,2011
"Explosives, matches, & fireworks",636,Detonating Fuses,63603,Chemical Products,6,503965.0,-0.6422392832930469,-904700.0,2011
"Explosives, matches, & fireworks",636,Fireworks,63604,Chemical Products,6,14124.0,,,2011
"Explosives, matches, & fireworks",636,Matches,63605,Chemical Products,6,52639.0,,,2011
"Explosives, matches, & fireworks",636,Pyrophoric Alloys,63606,Chemical Products,6,43.0,,,2011
Photo & movie goods,637,Photographic Plates,63701,Chemical Products,6,61668.0,-0.2556578836195971,-21181.0,2011
Photo & movie goods,637,Photographic Film,63702,Chemical Products,6,6589.0,2.336202531645569,4614.0,2011
Photo & movie goods,637,Photographic Paper,63703,Chemical Products,6,307.0,-0.9701883860943872,-9991.0,2011
Photo & movie goods,637,Undeveloped Exposed Photographic Material,63704,Chemical Products,6,73995.0,-0.3827526088806213,-45884.0,2011
Photo & movie goods,637,Developed Exposed Photographic Material,63705,Chemical Products,6,10190.0,2.5981638418079096,7358.0,2011
Photo & movie goods,637,"Motion-picture film, exposed and developed",63706,Chemical Products,6,549953.0,-0.0877388255043578,-52893.00000000012,2011
Photo & movie goods,637,Photographic Chemicals,63707,Chemical Products,6,210591.0,-0.5864090483270061,-298586.0,2011
Chemical products n.e.s.,638,Activated Carbon,63802,Chemical Products,6,58987.99999999999,7372.499999999999,58979.99999999999,2011
Chemical products n.e.s.,638,Wood Pulp Lyes,63804,Chemical Products,6,2106.9999999999995,,,2011
Chemical products n.e.s.,638,Rosin,63806,Chemical Products,6,2162.0,-0.9602573529411764,-52238.0,2011
Chemical products n.e.s.,638,"Wood Tar, Oils and Pitch",63807,Chemical Products,6,83.0,,,2011
Chemical products n.e.s.,638,Pesticides,63808,Chemical Products,6,1136846.0,0.0085351194304597,9621.0,2011
Chemical products n.e.s.,638,Dyeing Finishing Agents,63809,Chemical Products,6,137178.0,-0.0901022804154893,-13584.0,2011
Chemical products n.e.s.,638,Metal Pickling Preparations,63810,Chemical Products,6,7992.0,6.960159362549801,6988.0,2011
Chemical products n.e.s.,638,Antiknock,63811,Chemical Products,6,2459810.0,0.3790429823715542,676102.0000000002,2011
Chemical products n.e.s.,638,Prepared Rubber Accelerators,63812,Chemical Products,6,17951.0,-0.5343933184624163,-20603.0,2011
Chemical products n.e.s.,638,Fire Extinguishers Preparations,63813,Chemical Products,6,3982.0,,,2011
Chemical products n.e.s.,638,Organic Composite Solvents,63814,Chemical Products,6,302809.0,-0.1089423860683692,-37022.0,2011
Chemical products n.e.s.,638,Reaction and Catalytic Products,63815,Chemical Products,6,589777.0,1.091355888329013,307770.0,2011
Chemical products n.e.s.,638,Refractory Cements,63816,Chemical Products,6,25185.0,-0.8462228898007034,-138591.0,2011
Chemical products n.e.s.,638,Disc Chemicals for Electronics,63818,Chemical Products,6,714.0,-0.9817963949723376,-38509.0,2011
Chemical products n.e.s.,638,Hydraulic Brake Fluid,63819,Chemical Products,6,19496.0,927.3809523809524,19475.0,2011
Chemical products n.e.s.,638,Antifreeze,63820,Chemical Products,6,8220.0,1.2234243981606707,4523.0,2011
Chemical products n.e.s.,638,Micro-Organism Culture Preparations,63821,Chemical Products,6,29138.0,-0.6741335540221658,-60279.0,2011
Chemical products n.e.s.,638,Laboratory Reagents,63822,Chemical Products,6,263756.0,-0.0861573748453865,-24867.0,2011
Chemical products n.e.s.,638,"Industrial Fatty Acids, Oils and Alcohols",63823,Chemical Products,6,3693731.0,0.1845707879091861,575529.0,2011
Plastics & articles thereof,739,Ethylene Polymers,73901,Plastics and Rubbers,7,5986603.0,-0.173662589043864,-1258141.0,2011
Plastics & articles thereof,739,Propylene Polymers,73902,Plastics and Rubbers,7,1776837.0,-0.2251723898843669,-516366.0,2011
Plastics & articles thereof,739,Styrene Polymers,73903,Plastics and Rubbers,7,126617.0,-0.2027139348907499,-32193.0,2011
Plastics & articles thereof,739,Vinyl Chloride Polymers,73904,Plastics and Rubbers,7,783796.0,-0.0697368592836296,-58757.0,2011
Plastics & articles thereof,739,Other Vinyl Polymers,73905,Plastics and Rubbers,7,303569.0,10.769433567246928,277776.0,2011
Plastics & articles thereof,739,Acrylic Polymers,73906,Plastics and Rubbers,7,255821.0,-0.1592662094168916,-48462.00000000003,2011
Plastics & articles thereof,739,Polyacetals,73907,Plastics and Rubbers,7,4500910.0,1.115550571177174,2373374.0,2011
Plastics & articles thereof,739,Polyamides,73908,Plastics and Rubbers,7,94373.0,0.0044703202665162,420.0,2011
Plastics & articles thereof,739,Amino-resins,73909,Plastics and Rubbers,7,1732527.0,0.4165291040071818,509448.0,2011
Plastics & articles thereof,739,Silicone,73910,Plastics and Rubbers,7,41161.0,0.3163516581918194,9892.0,2011
Plastics & articles thereof,739,Petroleum Resins,73911,Plastics and Rubbers,7,41023.0,-0.9101940472333384,-415773.0,2011
Plastics & articles thereof,739,Cellulose,73912,Plastics and Rubbers,7,317069.0,0.2198057968561249,57134.99999999997,2011
Plastics & articles thereof,739,Natural Polymers,73913,Plastics and Rubbers,7,6247.0,-0.249248888354765,-2074.0,2011
Plastics & articles thereof,739,Scrap Plastic,73915,Plastics and Rubbers,7,4470193.0,3.8153526635721913,3541872.0,2011
Plastics & articles thereof,739,Monofilament,73916,Plastics and Rubbers,7,2458833.0,0.4349493123272208,745299.9999999998,2011
Plastics & articles thereof,739,Plastic Pipes,73917,Plastics and Rubbers,7,8833900.0,-0.1053200335027714,-1039910.0,2011
Plastics & articles thereof,739,Plastic Floor Coverings,73918,Plastics and Rubbers,7,235625.00000000003,-0.4677222238537249,-207048.0,2011
Plastics & articles thereof,739,Self-adhesive Plastics,73919,Plastics and Rubbers,7,3193145.0,-0.0266315298535898,-87365.0,2011
Plastics & articles thereof,739,Raw Plastic Sheeting,73920,Plastics and Rubbers,7,4443609.0,0.322884188922341,1084578.0,2011
Plastics & articles thereof,739,Other Plastic Sheetings,73921,Plastics and Rubbers,7,8355298.0,0.0861447837206028,662679.0,2011
Plastics & articles thereof,739,Plastic Wash Basins,73922,Plastics and Rubbers,7,278290.0,-0.4448600330742055,-223007.0,2011
Plastics & articles thereof,739,Plastic Lids,73923,Plastics and Rubbers,7,29262951.0,0.2408752707727269,5680443.0,2011
Plastics & articles thereof,739,Plastic Housewares,73924,Plastics and Rubbers,7,6261983.0,0.2806631407091032,1372342.0,2011
Plastics & articles thereof,739,Plastic Building Materials,73925,Plastics and Rubbers,7,1120319.0,-0.0392533350713322,-45773.0,2011
Plastics & articles thereof,739,Other Plastic Products,73926,Plastics and Rubbers,7,32337672.0,0.4682056118912694,10312370.0,2011
Rubber & articles thereof,740,Rubber,74001,Plastics and Rubbers,7,1191561.0,133.27552400270454,1182687.0,2011
Rubber & articles thereof,740,Synthetic Rubber,74002,Plastics and Rubbers,7,10725.0,-0.8062365630250583,-44626.0,2011
Rubber & articles thereof,740,Scrap Rubber,74004,Plastics and Rubbers,7,8347.999999999998,,,2011
Rubber & articles thereof,740,Compounded Unvulcanised Rubber,74005,Plastics and Rubbers,7,20341.0,-0.7244476354326121,-53478.0,2011
Rubber & articles thereof,740,Unvulcanised Rubber Products,74006,Plastics and Rubbers,7,4424.0,3.9046563192904657,3522.0,2011
Rubber & articles thereof,740,Rubber Sheets,74008,Plastics and Rubbers,7,7031929.0,2.3868183429467544,4955665.0,2011
Rubber & articles thereof,740,Rubber Pipes,74009,Plastics and Rubbers,7,1048797.0,0.1685968774930806,151313.0,2011
Rubber & articles thereof,740,Rubber Belting,74010,Plastics and Rubbers,7,41829.0,-0.6982644198863145,-96799.0,2011
Rubber & articles thereof,740,Rubber Tires,74011,Plastics and Rubbers,7,1085792.0,-0.1395366713977443,-176077.00000000023,2011
Rubber & articles thereof,740,Used Rubber Tires,74012,Plastics and Rubbers,7,82105.0,0.8847849042743676,38543.0,2011
Rubber & articles thereof,740,Rubber Inner Tubes,74013,Plastics and Rubbers,7,48866.0,10.470892018779344,44606.0,2011
Rubber & articles thereof,740,Pharmaceutical Rubber Products,74014,Plastics and Rubbers,7,83242.0,0.9742434304145716,41078.0,2011
Rubber & articles thereof,740,Rubber Apparel,74015,Plastics and Rubbers,7,387220.0,-0.1793821948697082,-84644.0,2011
Rubber & articles thereof,740,Other Rubber Products,74016,Plastics and Rubbers,7,52588636.99999999,0.3443992521888914,13471806.999999993,2011
Rubber & articles thereof,740,Hard Rubber,74017,Plastics and Rubbers,7,13146.0,1.790490341753343,8435.0,2011
Raw hides & skin (non-fur),841,Equine and Bovine Hides,84101,Animal Hides,8,96718.0,-0.2924954097569184,-39985.000000000015,2011
Raw hides & skin (non-fur),841,Sheep Hides,84102,Animal Hides,8,210599.00000000003,-0.1647702710741833,-41545.99999999997,2011
Raw hides & skin (non-fur),841,Other Hides and Skins,84103,Animal Hides,8,928.0,-0.9722255477074104,-32484.0,2011
Raw hides & skin (non-fur),841,Tanned Equine and Bovine Hides,84104,Animal Hides,8,33751675.0,1.842366712459484,21877178.0,2011
Raw hides & skin (non-fur),841,Tanned Sheep Hides,84105,Animal Hides,8,32713272.0,0.631112063342845,12657463.0,2011
Raw hides & skin (non-fur),841,Tanned Goat Hides,84106,Animal Hides,8,1851816.0,1.8961051959913424,1212400.0,2011
Raw hides & skin (non-fur),841,Leather of Other Animals,84107,Animal Hides,8,876307.0,2.460846109491876,623101.0,2011
Raw hides & skin (non-fur),841,Chamois Leather,84108,Animal Hides,8,173574.99999999997,2.2663718479488137,120434.99999999996,2011
Raw hides & skin (non-fur),841,Patent Leather,84109,Animal Hides,8,5301308.0,1.1289666818602575,2811223.0,2011
Raw hides & skin (non-fur),841,Leather Sheets,84111,Animal Hides,8,9663.0,-0.1181784997262274,-1295.0,2011
Leather articles,842,Saddlery,84201,Animal Hides,8,5534086.0,0.383464086240421,1533920.0,2011
Leather articles,842,Trunks and Cases,84202,Animal Hides,8,28530372.0,-0.1016900098274398,-3229680.0,2011
Leather articles,842,Leather Apparel,84203,Animal Hides,8,32398373.0,0.0547011089013723,1680312.0,2011
Leather articles,842,Leather Used in Machinery,84204,Animal Hides,8,1691.0,-0.9296852259969228,-22358.0,2011
Leather articles,842,Other Leather Articles,84205,Animal Hides,8,1776095.0,-0.5694198242473493,-2348793.0,2011
Leather articles,842,Articles of Gut,84206,Animal Hides,8,63932.99999999999,12.868329718004336,59322.99999999999,2011
"Furskins, articifial fur, & articles",843,Tanned Furskins,84302,Animal Hides,8,7053178.0,0.3564012523269588,1853258.0,2011
"Furskins, articifial fur, & articles",843,Furskin Apparel,84303,Animal Hides,8,190876.0,-0.4841384380050484,-179138.0,2011
"Furskins, articifial fur, & articles",843,Artificial Fur,84304,Animal Hides,8,239985.00000000003,-0.0299599429257426,-7411.999999999942,2011
"Wood, wood articles, & charcoal",944,Fuel Wood,94401,Wood Products,9,106113.0,4.357889421863165,86307.99999999999,2011
"Wood, wood articles, & charcoal",944,Wood Charcoal,94402,Wood Products,9,15670.0,1.942723004694836,10345.0,2011
"Wood, wood articles, & charcoal",944,Rough Wood,94403,Wood Products,9,1448735.0,1.149739135079951,774823.0,2011
"Wood, wood articles, & charcoal",944,Railroad Ties,94406,Wood Products,9,697.0000000000001,,,2011
"Wood, wood articles, & charcoal",944,Sawn Wood,94407,Wood Products,9,261964.0,-0.1106841204747291,-32604.0,2011
"Wood, wood articles, & charcoal",944,Veneer Sheets,94408,Wood Products,9,114788.0,2.6783951804140225,83581.99999999999,2011
"Wood, wood articles, & charcoal",944,Shaped Wood,94409,Wood Products,9,68543.0,-0.6011858006481756,-103324.0,2011
"Wood, wood articles, & charcoal",944,Particle Board,94410,Wood Products,9,166763.0,60.19743119266055,164038.0,2011
"Wood, wood articles, & charcoal",944,Wood Fiberboard,94411,Wood Products,9,6323.0,-0.9219334526822645,-74672.0,2011
"Wood, wood articles, & charcoal",944,Plywood,94412,Wood Products,9,16444043.0,-0.0863591680289661,-1554324.0,2011
"Wood, wood articles, & charcoal",944,Densified Wood,94413,Wood Products,9,106001.0,-0.2525139270855371,-35809.000000000015,2011
"Wood, wood articles, & charcoal",944,Wood Frames,94414,Wood Products,9,1777996.0,-0.0309212046690299,-56732.0,2011
"Wood, wood articles, & charcoal",944,Wood Crates,94415,Wood Products,9,1119426.0,2.0845744548939,756515.0,2011
"Wood, wood articles, & charcoal",944,Wood Barrels,94416,Wood Products,9,425.0,-0.9756223471377768,-17009.0,2011
